[s]	rid
mhs:MeasurementSiteMuscA.9.3.2-672	MDC_MUSC_UPEXT_EXTENS_DIGIT
mhs:MeasurementSiteMuscA.9.3.2-673	MDC_MUSC_UPEXT_EXTENS_DIGIT_MIN
mhs:MeasurementSiteMuscA.9.3.2-674	MDC_MUSC_UPEXT_EXTENS_CARP_ULNAR
mhs:MeasurementSiteMuscA.9.3.2-675	MDC_MUSC_UPEXT_SUPINATOR
mhs:MeasurementSiteMuscA.9.3.2-676	MDC_MUSC_UPEXT_ABDUC_POLLIC_LONG
mhs:MeasurementSiteMuscA.9.3.2-677	MDC_MUSC_UPEXT_EXTENS_POLLIC_BREV
mhs:MeasurementSiteMuscA.9.3.2-678	MDC_MUSC_UPEXT_EXTENS_POLLIC_LONG
mhs:MeasurementSiteMuscA.9.3.2-679	MDC_MUSC_UPEXT_EXTENS_INDIC
mhs:MeasurementSiteMuscA.9.3.2-680	MDC_MUSC_UPEXT_PALMAR_BREV
mhs:MeasurementSiteMuscA.9.3.2-681	MDC_MUSC_UPEXT_ABDUC_POLLIC_BREV
mhs:MeasurementSiteMuscA.9.3.2-682	MDC_MUSC_UPEXT_FLEX_POLLIC_BREV
mhs:MeasurementSiteMuscA.9.3.2-683	MDC_MUSC_UPEXT_OPPON_POLLIC
mhs:MeasurementSiteMuscA.9.3.2-684	MDC_MUSC_UPEXT_ADDUC_POLLIC
mhs:MeasurementSiteMuscA.9.3.2-685	MDC_MUSC_UPEXT_ABDUC_DIGIT_MIN
mhs:MeasurementSiteMuscA.9.3.2-686	MDC_MUSC_UPEXT_FLEX_DIGIT_BREV_MIN
mhs:MeasurementSiteMuscA.9.3.2-687	MDC_MUSC_UPEXT_OPPON_DIGIT_MIN
mhs:MeasurementSiteMuscA.9.3.2-688	MDC_MUSC_UPEXT_LUMBRICAL
mhs:MeasurementSiteMuscA.9.3.2-689	MDC_MUSC_UPEXT_INTEROSS_DORSAL
mhs:MeasurementSiteMuscA.9.3.2-690	MDC_MUSC_UPEXT_INTEROSS_PALMAR
mhs:MeasurementSiteMuscA.9.3.2-691	MDC_MUSC_LOEXT_HIP_THIGH
mhs:MeasurementSiteMuscA.9.3.2-692	MDC_MUSC_LOEXT_LEG
mhs:MeasurementSiteMuscA.9.3.2-693	MDC_MUSC_LOEXT_FOOT
mhs:MeasurementSiteMuscA.9.3.2-694	MDC_MUSC_LOEXT_ILLIOPS
mhs:MeasurementSiteMuscA.9.3.2-695	MDC_MUSC_LOEXT_GLUT_MAX
mhs:MeasurementSiteMuscA.9.3.2-696	MDC_MUSC_LOEXT_GLUT_MED
mhs:MeasurementSiteMuscA.9.3.2-697	MDC_MUSC_LOEXT_GLUT_MIN
mhs:MeasurementSiteMuscA.9.3.2-698	MDC_MUSC_LOEXT_TENSOR_FASC_LAT
mhs:MeasurementSiteMuscA.9.3.2-699	MDC_MUSC_LOEXT_PIRIFORM
mhs:MeasurementSiteMuscA.9.3.2-7	MDC_MUSC_HEAD_EYE
mhs:MeasurementSiteMuscA.9.3.2-70	MDC_MUSC_HEAD_BUCCINATOR
mhs:MeasurementSiteMuscA.9.3.2-700	MDC_MUSC_LOEXT_OBTURATOR
mhs:MeasurementSiteMuscA.9.3.2-701	MDC_MUSC_LOEXT_GEMEL
mhs:MeasurementSiteMuscA.9.3.2-702	MDC_MUSC_LOEXT_QUADRAT_FEMOR
mhs:MeasurementSiteMuscA.9.3.2-703	MDC_MUSC_LOEXT_SARTOR
mhs:MeasurementSiteMuscA.9.3.2-704	MDC_MUSC_LOEXT_QUADRICEPS_FEMOR
mhs:MeasurementSiteMuscA.9.3.2-705	MDC_MUSC_LOEXT_RECT_FEMOR
mhs:MeasurementSiteMuscA.9.3.2-706	MDC_MUSC_LOEXT_VAST_LAT
mhs:MeasurementSiteMuscA.9.3.2-707	MDC_MUSC_LOEXT_VAST_INTERMED
mhs:MeasurementSiteMuscA.9.3.2-708	MDC_MUSC_LOEXT_VAST_MED
mhs:MeasurementSiteMuscA.9.3.2-709	MDC_MUSC_LOEXT_PECTIN
mhs:MeasurementSiteMuscA.9.3.2-710	MDC_MUSC_LOEXT_ABDUC_LONG
mhs:MeasurementSiteMuscA.9.3.2-711	MDC_MUSC_LOEXT_ABDUC_BREV
mhs:MeasurementSiteMuscA.9.3.2-712	MDC_MUSC_LOEXT_ABDUC_MAGN
mhs:MeasurementSiteMuscA.9.3.2-713	MDC_MUSC_LOEXT_GRACIL
mhs:MeasurementSiteMuscA.9.3.2-714	MDC_MUSC_LOEXT_BICEPS_FEMOR
mhs:MeasurementSiteMuscA.9.3.2-715	MDC_MUSC_LOEXT_BICEPS_FEMOR_LONG
mhs:MeasurementSiteMuscA.9.3.2-716	MDC_MUSC_LOEXT_BICEPS_FEMOR_BREV
mhs:MeasurementSiteMuscA.9.3.2-717	MDC_MUSC_LOEXT_SEMITENDIN
mhs:MeasurementSiteMuscA.9.3.2-718	MDC_MUSC_LOEXT_SEMIMEMBRAN
mhs:MeasurementSiteMuscA.9.3.2-719	MDC_MUSC_LOEXT_TIBIAL_ANT
mhs:MeasurementSiteMuscA.9.3.2-720	MDC_MUSC_LOEXT_EXTENS_DIGIT_LONG
mhs:MeasurementSiteMuscA.9.3.2-721	MDC_MUSC_LOEXT_EXTENS_HALLUC_LONG
mhs:MeasurementSiteMuscA.9.3.2-722	MDC_MUSC_LOEXT_PERON
mhs:MeasurementSiteMuscA.9.3.2-723	MDC_MUSC_LOEXT_PERON_LONG
mhs:MeasurementSiteMuscA.9.3.2-724	MDC_MUSC_LOEXT_PERON_BREV
mhs:MeasurementSiteMuscA.9.3.2-725	MDC_MUSC_LOEXT_TRICEPS_SUR
mhs:MeasurementSiteMuscA.9.3.2-726	MDC_MUSC_LOEXT_GASTROCNEM
mhs:MeasurementSiteMuscA.9.3.2-727	MDC_MUSC_LOEXT_GASTROCNEM_LAT
mhs:MeasurementSiteMuscA.9.3.2-728	MDC_MUSC_LOEXT_GASTROCNEM_MED
mhs:MeasurementSiteMuscA.9.3.2-729	MDC_MUSC_LOEXT_SOL
mhs:MeasurementSiteMuscA.9.3.2-73	MDC_MUSC_HEAD_MENTAL
mhs:MeasurementSiteMuscA.9.3.2-730	MDC_MUSC_LOEXT_PLANTAR
mhs:MeasurementSiteMuscA.9.3.2-731	MDC_MUSC_LOEXT_POPLIT
mhs:MeasurementSiteMuscA.9.3.2-732	MDC_MUSC_LOEXT_TIBIAL_POST
mhs:MeasurementSiteMuscA.9.3.2-733	MDC_MUSC_LOEXT_FLEX_DIGIT_LONG
mhs:MeasurementSiteMuscA.9.3.2-734	MDC_MUSC_LOEXT_EXTENS_HALLUC_BREV
mhs:MeasurementSiteMuscA.9.3.2-735	MDC_MUSC_LOEXT_EXTENS_DIGIT_BREV
mhs:MeasurementSiteMuscA.9.3.2-736	MDC_MUSC_LOEXT_ABDUC_HALLUC
mhs:MeasurementSiteMuscA.9.3.2-737	MDC_MUSC_LOEXT_FLEX_HALLUC_BREV
mhs:MeasurementSiteMuscA.9.3.2-738	MDC_MUSC_LOEXT_ADDUC_HALLUC
mhs:MeasurementSiteMuscA.9.3.2-739	MDC_MUSC_LOEXT_ABDUC_DIGIT_MIN
mhs:MeasurementSiteMuscA.9.3.2-740	MDC_MUSC_LOEXT_FLEX_DIGIT_BREV_MIN
mhs:MeasurementSiteMuscA.9.3.2-741	MDC_MUSC_LOEXT_QUADRAT_PLANT
mhs:MeasurementSiteMuscA.9.3.2-742	MDC_MUSC_LOEXT_LUMBRICAL
mhs:MeasurementSiteMuscA.9.3.2-743	MDC_MUSC_LOEXT_INTEROSS_DORSAL
mhs:MeasurementSiteMuscA.9.3.2-744	MDC_MUSC_LOEXT_INTEROSS_PLANTAR
mhs:MeasurementSiteMuscA.9.3.2-76	MDC_MUSC_HEAD_MASSETER
mhs:MeasurementSiteMuscA.9.3.2-79	MDC_MUSC_HEAD_TEMPOR
mhs:MeasurementSiteMuscA.9.3.2-82	MDC_MUSC_HEAD_PTERYGOID
mhs:MeasurementSiteMuscA.9.3.2-85	MDC_MUSC_HEAD_PTERYGOID_LAT
mhs:MeasurementSiteMuscA.9.3.2-88	MDC_MUSC_HEAD_PTERYGOID_MED
mhs:MeasurementSiteMuscA.9.3.2-91	MDC_MUSC_HEAD_LING
mhs:MeasurementSiteMuscA.9.3.2-94	MDC_MUSC_HEAD_GENIOGLOSS
mhs:MeasurementSiteMuscA.9.3.2-97	MDC_MUSC_HEAD_LARING
mhs:MeasurementSiteNerveA.9.2.1-0	Reference ID
mhs:MeasurementSiteQualA.9.9.8-0	Reference ID
